name,timestamp,value,__name__,container,instance,job,namespace,node,pod,resource,uid,unit
kube_pod_container_resource_requests,1753847087,0.004,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-0,cpu,461abfe7-0399-4b23-8116-4b6c4da75656,core
kube_pod_container_resource_requests,1753847117,0.004,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-0,cpu,461abfe7-0399-4b23-8116-4b6c4da75656,core
kube_pod_container_resource_requests,1753847147,0.004,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-0,cpu,461abfe7-0399-4b23-8116-4b6c4da75656,core
kube_pod_container_resource_requests,1753847177,0.004,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-0,cpu,461abfe7-0399-4b23-8116-4b6c4da75656,core
kube_pod_container_resource_requests,1753847207,0.004,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-0,cpu,461abfe7-0399-4b23-8116-4b6c4da75656,core
kube_pod_container_resource_requests,1753847237,0.004,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-0,cpu,461abfe7-0399-4b23-8116-4b6c4da75656,core
kube_pod_container_resource_requests,1753847267,0.004,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-0,cpu,461abfe7-0399-4b23-8116-4b6c4da75656,core
kube_pod_container_resource_requests,1753847297,0.004,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-0,cpu,461abfe7-0399-4b23-8116-4b6c4da75656,core
kube_pod_container_resource_requests,1753847327,0.004,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-0,cpu,461abfe7-0399-4b23-8116-4b6c4da75656,core
kube_pod_container_resource_requests,1753847357,0.004,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-0,cpu,461abfe7-0399-4b23-8116-4b6c4da75656,core
kube_pod_container_resource_requests,1753847387,0.004,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-0,cpu,461abfe7-0399-4b23-8116-4b6c4da75656,core
kube_pod_container_resource_requests,1753847417,0.004,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-0,cpu,461abfe7-0399-4b23-8116-4b6c4da75656,core
kube_pod_container_resource_requests,1753847447,0.004,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-0,cpu,461abfe7-0399-4b23-8116-4b6c4da75656,core
kube_pod_container_resource_requests,1753847087,104857600,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-0,memory,461abfe7-0399-4b23-8116-4b6c4da75656,byte
kube_pod_container_resource_requests,1753847117,104857600,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-0,memory,461abfe7-0399-4b23-8116-4b6c4da75656,byte
kube_pod_container_resource_requests,1753847147,104857600,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-0,memory,461abfe7-0399-4b23-8116-4b6c4da75656,byte
kube_pod_container_resource_requests,1753847177,104857600,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-0,memory,461abfe7-0399-4b23-8116-4b6c4da75656,byte
kube_pod_container_resource_requests,1753847207,104857600,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-0,memory,461abfe7-0399-4b23-8116-4b6c4da75656,byte
kube_pod_container_resource_requests,1753847237,104857600,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-0,memory,461abfe7-0399-4b23-8116-4b6c4da75656,byte
kube_pod_container_resource_requests,1753847267,104857600,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-0,memory,461abfe7-0399-4b23-8116-4b6c4da75656,byte
kube_pod_container_resource_requests,1753847297,104857600,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-0,memory,461abfe7-0399-4b23-8116-4b6c4da75656,byte
kube_pod_container_resource_requests,1753847327,104857600,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-0,memory,461abfe7-0399-4b23-8116-4b6c4da75656,byte
kube_pod_container_resource_requests,1753847357,104857600,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-0,memory,461abfe7-0399-4b23-8116-4b6c4da75656,byte
kube_pod_container_resource_requests,1753847387,104857600,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-0,memory,461abfe7-0399-4b23-8116-4b6c4da75656,byte
kube_pod_container_resource_requests,1753847417,104857600,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-0,memory,461abfe7-0399-4b23-8116-4b6c4da75656,byte
kube_pod_container_resource_requests,1753847447,104857600,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-0,memory,461abfe7-0399-4b23-8116-4b6c4da75656,byte
kube_pod_container_resource_requests,1753847087,0.004,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,cpu,3cf649ac-a7fd-4267-9f78-38f565700056,core
kube_pod_container_resource_requests,1753847117,0.004,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,cpu,3cf649ac-a7fd-4267-9f78-38f565700056,core
kube_pod_container_resource_requests,1753847147,0.004,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,cpu,3cf649ac-a7fd-4267-9f78-38f565700056,core
kube_pod_container_resource_requests,1753847177,0.004,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,cpu,3cf649ac-a7fd-4267-9f78-38f565700056,core
kube_pod_container_resource_requests,1753847207,0.004,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,cpu,3cf649ac-a7fd-4267-9f78-38f565700056,core
kube_pod_container_resource_requests,1753847237,0.004,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,cpu,3cf649ac-a7fd-4267-9f78-38f565700056,core
kube_pod_container_resource_requests,1753847267,0.004,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,cpu,3cf649ac-a7fd-4267-9f78-38f565700056,core
kube_pod_container_resource_requests,1753847297,0.004,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,cpu,3cf649ac-a7fd-4267-9f78-38f565700056,core
kube_pod_container_resource_requests,1753847327,0.004,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,cpu,3cf649ac-a7fd-4267-9f78-38f565700056,core
kube_pod_container_resource_requests,1753847357,0.004,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,cpu,3cf649ac-a7fd-4267-9f78-38f565700056,core
kube_pod_container_resource_requests,1753847387,0.004,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,cpu,3cf649ac-a7fd-4267-9f78-38f565700056,core
kube_pod_container_resource_requests,1753847417,0.004,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,cpu,3cf649ac-a7fd-4267-9f78-38f565700056,core
kube_pod_container_resource_requests,1753847447,0.004,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,cpu,3cf649ac-a7fd-4267-9f78-38f565700056,core
kube_pod_container_resource_requests,1753847087,104857600,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,3cf649ac-a7fd-4267-9f78-38f565700056,byte
kube_pod_container_resource_requests,1753847117,104857600,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,3cf649ac-a7fd-4267-9f78-38f565700056,byte
kube_pod_container_resource_requests,1753847147,104857600,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,3cf649ac-a7fd-4267-9f78-38f565700056,byte
kube_pod_container_resource_requests,1753847177,104857600,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,3cf649ac-a7fd-4267-9f78-38f565700056,byte
kube_pod_container_resource_requests,1753847207,104857600,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,3cf649ac-a7fd-4267-9f78-38f565700056,byte
kube_pod_container_resource_requests,1753847237,104857600,kube_pod_container_resource_requests,alertmanager,10.244.0.5:8443,kube-state-metrics,monitoring,minikube,alertmanager-main-1,memory,3cf649ac-a7fd-4267-9f78-38f565700056,byte
