name,timestamp,value,__name__,cpu,endpoint,id,instance,job,metrics_path,node,service
container_cpu_usage_seconds_total,1753847089,373.6704674,container_cpu_usage_seconds_total,total,https-metrics,/,192.168.49.2:10250,kubelet,/metrics/cadvisor,minikube,kubelet
container_cpu_usage_seconds_total,1753847149,445.1882522,container_cpu_usage_seconds_total,total,https-metrics,/,192.168.49.2:10250,kubelet,/metrics/cadvisor,minikube,kubelet
container_cpu_usage_seconds_total,1753847209,535.7895648,container_cpu_usage_seconds_total,total,https-metrics,/,192.168.49.2:10250,kubelet,/metrics/cadvisor,minikube,kubelet
container_cpu_usage_seconds_total,1753847419,845.6137346,container_cpu_usage_seconds_total,total,https-metrics,/,192.168.49.2:10250,kubelet,/metrics/cadvisor,minikube,kubelet
container_cpu_usage_seconds_total,1753847089,206.5735088,container_cpu_usage_seconds_total,total,https-metrics,/kubepods,192.168.49.2:10250,kubelet,/metrics/cadvisor,minikube,kubelet
container_cpu_usage_seconds_total,1753847149,268.2805271,container_cpu_usage_seconds_total,total,https-metrics,/kubepods,192.168.49.2:10250,kubelet,/metrics/cadvisor,minikube,kubelet
container_cpu_usage_seconds_total,1753847209,334.938936,container_cpu_usage_seconds_total,total,https-metrics,/kubepods,192.168.49.2:10250,kubelet,/metrics/cadvisor,minikube,kubelet
container_cpu_usage_seconds_total,1753847419,553.5726246,container_cpu_usage_seconds_total,total,https-metrics,/kubepods,192.168.49.2:10250,kubelet,/metrics/cadvisor,minikube,kubelet
container_cpu_usage_seconds_total,1753847089,7.0063937,container_cpu_usage_seconds_total,total,https-metrics,/kubepods/besteffort,192.168.49.2:10250,kubelet,/metrics/cadvisor,minikube,kubelet
container_cpu_usage_seconds_total,1753847149,8.9379473,container_cpu_usage_seconds_total,total,https-metrics,/kubepods/besteffort,192.168.49.2:10250,kubelet,/metrics/cadvisor,minikube,kubelet
container_cpu_usage_seconds_total,1753847209,11.4544105,container_cpu_usage_seconds_total,total,https-metrics,/kubepods/besteffort,192.168.49.2:10250,kubelet,/metrics/cadvisor,minikube,kubelet
container_cpu_usage_seconds_total,1753847419,24.2474331,container_cpu_usage_seconds_total,total,https-metrics,/kubepods/besteffort,192.168.49.2:10250,kubelet,/metrics/cadvisor,minikube,kubelet
container_cpu_usage_seconds_total,1753847089,2.5238653,container_cpu_usage_seconds_total,total,https-metrics,/kubepods/besteffort/pod5a66d518-ac5f-46d5-824b-3e16bbb50a30,192.168.49.2:10250,kubelet,/metrics/cadvisor,minikube,kubelet
container_cpu_usage_seconds_total,1753847149,2.5238653,container_cpu_usage_seconds_total,total,https-metrics,/kubepods/besteffort/pod5a66d518-ac5f-46d5-824b-3e16bbb50a30,192.168.49.2:10250,kubelet,/metrics/cadvisor,minikube,kubelet
container_cpu_usage_seconds_total,1753847209,3.3127675,container_cpu_usage_seconds_total,total,https-metrics,/kubepods/besteffort/pod5a66d518-ac5f-46d5-824b-3e16bbb50a30,192.168.49.2:10250,kubelet,/metrics/cadvisor,minikube,kubelet
container_cpu_usage_seconds_total,1753847419,4.3889008,container_cpu_usage_seconds_total,total,https-metrics,/kubepods/besteffort/pod5a66d518-ac5f-46d5-824b-3e16bbb50a30,192.168.49.2:10250,kubelet,/metrics/cadvisor,minikube,kubelet
container_cpu_usage_seconds_total,1753847089,0.0366531,container_cpu_usage_seconds_total,total,https-metrics,/kubepods/besteffort/pod5a66d518-ac5f-46d5-824b-3e16bbb50a30/bf824b97c5659f7aed49a81e3e61e452e743e5fa47712b1c8bd7d682a73ace79,192.168.49.2:10250,kubelet,/metrics/cadvisor,minikube,kubelet
container_cpu_usage_seconds_total,1753847149,0.0366531,container_cpu_usage_seconds_total,total,https-metrics,/kubepods/besteffort/pod5a66d518-ac5f-46d5-824b-3e16bbb50a30/bf824b97c5659f7aed49a81e3e61e452e743e5fa47712b1c8bd7d682a73ace79,192.168.49.2:10250,kubelet,/metrics/cadvisor,minikube,kubelet
container_cpu_usage_seconds_total,1753847209,0.0366531,container_cpu_usage_seconds_total,total,https-metrics,/kubepods/besteffort/pod5a66d518-ac5f-46d5-824b-3e16bbb50a30/bf824b97c5659f7aed49a81e3e61e452e743e5fa47712b1c8bd7d682a73ace79,192.168.49.2:10250,kubelet,/metrics/cadvisor,minikube,kubelet
container_cpu_usage_seconds_total,1753847419,0.0366531,container_cpu_usage_seconds_total,total,https-metrics,/kubepods/besteffort/pod5a66d518-ac5f-46d5-824b-3e16bbb50a30/bf824b97c5659f7aed49a81e3e61e452e743e5fa47712b1c8bd7d682a73ace79,192.168.49.2:10250,kubelet,/metrics/cadvisor,minikube,kubelet
